,Corrected_Label,TreeID,Day_of_year,Site,Location,Treatment,Status,Resinosis,Entryholes,Precipitation,Mean_temperature,Maximum_VPD,Elevation,Diameter,Phloem..mg.,Solvent..ul.,Value,upper_quantile,Value_Winz
6257,3-Thujene,27,190,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,115.6,200,412997,8409625.475,412997
6258,3-Thujene,27,200,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,118,500,5521377.5,8409625.475,5521377.5
6259,3-Thujene,27,210,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,109.9,200,618665,8409625.475,618665
6260,3-Thujene,27,225,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,116.8,500,5196895,8409625.475,5196895
6261,3-Thujene,27,240,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,111.4,200,980879,8409625.475,980879
6262,3-Thujene,27,260,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,110,200,786000,8409625.475,786000
6263,3-Thujene,28,160,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,106.6,200,883745,8409625.475,883745
6264,3-Thujene,28,180,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,109.9,200,544822,8409625.475,544822
6265,3-Thujene,28,190,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,114.8,200,779680,8409625.475,779680
6266,3-Thujene,28,200,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,109.1,500,4413875,8409625.475,4413875
6267,3-Thujene,28,210,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,110.7,500,6637207.5,8409625.475,6637207.5
6268,3-Thujene,28,225,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,107,500,3675710,8409625.475,3675710
6269,3-Thujene,28,240,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,117.9,200,509922,8409625.475,509922
6270,3-Thujene,28,260,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,118,500,3686222.5,8409625.475,3686222.5
6271,3-Thujene,29,160,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,108.2,200,244513,8409625.475,244513
6272,3-Thujene,29,170,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,109.8,200,182356,8409625.475,182356
6273,3-Thujene,29,190,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,110.3,200,198842,8409625.475,198842
6274,3-Thujene,29,200,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,117.2,500,4747315,8409625.475,4747315
6275,3-Thujene,29,225,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,117.5,200,260287,8409625.475,260287
6276,3-Thujene,29,240,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,116.6,200,355620,8409625.475,355620
6277,3-Thujene,3,160,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.7,200,336279,8409625.475,336279
6278,3-Thujene,3,190,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,104.5,200,93435,8409625.475,93435
6279,3-Thujene,3,200,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,119.8,500,2422180,8409625.475,2422180
6280,3-Thujene,3,210,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,105.1,200,178633,8409625.475,178633
6281,3-Thujene,3,225,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,117.1,200,434386,8409625.475,434386
6282,3-Thujene,3,240,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.1,500,2297167.5,8409625.475,2297167.5
6283,3-Thujene,3,260,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.8,200,511095,8409625.475,511095
6284,3-Thujene,30,160,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,112.6,200,405194,8409625.475,405194
6285,3-Thujene,30,170,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,116,200,78391,8409625.475,78391
6286,3-Thujene,30,180,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,118,200,52013,8409625.475,52013
6287,3-Thujene,30,190,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,118,200,572971,8409625.475,572971
6288,3-Thujene,30,200,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,114.4,500,5339595,8409625.475,5339595
6289,3-Thujene,30,210,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,105.6,200,121161,8409625.475,121161
6290,3-Thujene,30,225,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,108.1,500,4075567.5,8409625.475,4075567.5
6291,3-Thujene,30,240,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,116.4,200,496403,8409625.475,496403
6292,3-Thujene,30,260,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,112.3,200,225739,8409625.475,225739
6293,3-Thujene,31,190,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,113.8,200,96526,8409625.475,96526
6294,3-Thujene,31,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,111.2,500,3869810,8409625.475,3869810
6295,3-Thujene,31,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,116.1,500,1698290,8409625.475,1698290
6296,3-Thujene,31,225,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,104.8,500,2925262.5,8409625.475,2925262.5
6297,3-Thujene,31,240,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,108.6,200,449626,8409625.475,449626
6298,3-Thujene,31,260,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,107.8,500,1487355,8409625.475,1487355
6299,3-Thujene,32,160,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,108.9,200,157465,8409625.475,157465
6300,3-Thujene,32,180,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,117.5,200,466609,8409625.475,466609
6301,3-Thujene,32,200,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,107.4,500,863442.5,8409625.475,863442.5
6302,3-Thujene,32,210,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,110.5,200,247089,8409625.475,247089
6303,3-Thujene,32,225,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,108,200,98056,8409625.475,98056
6304,3-Thujene,33,160,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,117.1,200,285773,8409625.475,285773
6305,3-Thujene,33,170,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,116.9,200,158375,8409625.475,158375
6306,3-Thujene,33,180,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,109.3,200,943051,8409625.475,943051
6307,3-Thujene,33,190,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,111.6,200,731019,8409625.475,731019
6308,3-Thujene,33,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,113.6,500,8409685,8409625.475,8409625.475
6309,3-Thujene,33,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,117.9,500,5894457.5,8409625.475,5894457.5
6310,3-Thujene,34,190,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,108.5,200,185752,8409625.475,185752
6311,3-Thujene,34,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,114.1,500,12293555,8409625.475,8409625.475
6312,3-Thujene,34,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,112.2,200,784588,8409625.475,784588
6313,3-Thujene,35,160,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,105.5,200,192088,8409625.475,192088
6314,3-Thujene,35,190,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,113.5,200,143900,8409625.475,143900
6315,3-Thujene,35,200,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,115.5,200,399098,8409625.475,399098
6316,3-Thujene,35,225,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,105.4,200,371198,8409625.475,371198
6317,3-Thujene,35,240,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,105.5,500,1443310,8409625.475,1443310
6318,3-Thujene,35,260,Rabbit ears,ll,Baited,Survived-Colonized,0.35,37.66,762.2794,3.601388889,1.134233333,2800,41.91,108,200,252599,8409625.475,252599
6319,3-Thujene,36,170,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,108,200,52291,8409625.475,52291
6320,3-Thujene,36,190,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,106.7,200,122372,8409625.475,122372
6321,3-Thujene,36,200,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,107.5,500,3564310,8409625.475,3564310
6322,3-Thujene,36,210,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,113.6,200,731951,8409625.475,731951
6323,3-Thujene,36,225,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,106.4,500,3337190,8409625.475,3337190
6324,3-Thujene,36,240,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,101.2,200,280985,8409625.475,280985
6325,3-Thujene,36,260,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,59.18,762.2794,3.601388889,1.134233333,2800,44.45,118,200,267798,8409625.475,267798
6326,3-Thujene,37,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,41.91,111.8,500,1618527.5,8409625.475,1618527.5
6327,3-Thujene,37,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,41.91,114.4,500,2028412.5,8409625.475,2028412.5
6328,3-Thujene,37,225,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,41.91,113.4,200,352185,8409625.475,352185
6329,3-Thujene,37,240,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,41.91,113.6,500,1324035,8409625.475,1324035
6330,3-Thujene,37,260,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,41.91,112.8,200,283483,8409625.475,283483
6331,3-Thujene,38,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,25.4,115.8,500,1694550,8409625.475,1694550
6332,3-Thujene,38,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,25.4,110,500,654872.5,8409625.475,654872.5
6333,3-Thujene,38,225,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,25.4,113.6,200,163569,8409625.475,163569
6334,3-Thujene,38,240,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,25.4,117.7,200,228484,8409625.475,228484
6335,3-Thujene,38,260,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,25.4,107.8,200,200037,8409625.475,200037
6336,3-Thujene,39,160,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,35.56,111.7,200,1076426,8409625.475,1076426
6337,3-Thujene,39,190,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,35.56,112,200,680842,8409625.475,680842
6338,3-Thujene,39,200,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,35.56,108.8,500,4733627.5,8409625.475,4733627.5
6339,3-Thujene,39,210,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,35.56,117.3,500,5991902.5,8409625.475,5991902.5
6340,3-Thujene,39,225,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,35.56,110.7,200,555016,8409625.475,555016
6341,3-Thujene,4,200,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,46.99,118.9,500,990665,8409625.475,990665
6342,3-Thujene,4,225,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,46.99,114,500,1166925,8409625.475,1166925
6343,3-Thujene,4,240,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,46.99,118.2,200,607923,8409625.475,607923
6344,3-Thujene,40,170,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,115.2,200,338233,8409625.475,338233
6345,3-Thujene,40,180,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,110.6,200,152145,8409625.475,152145
6346,3-Thujene,40,190,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,117.2,200,57495,8409625.475,57495
6347,3-Thujene,40,200,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,116.6,500,2853670,8409625.475,2853670
6348,3-Thujene,40,210,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,110,200,707022,8409625.475,707022
6349,3-Thujene,40,225,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,116.7,200,303110,8409625.475,303110
6350,3-Thujene,40,240,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,112.8,200,247918,8409625.475,247918
6351,3-Thujene,40,260,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,22.86,110,200,1159397,8409625.475,1159397
6352,3-Thujene,41,160,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,106.6,200,69639,8409625.475,69639
6353,3-Thujene,41,180,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,111.4,200,312868,8409625.475,312868
6354,3-Thujene,41,190,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,108.1,200,189337,8409625.475,189337
6355,3-Thujene,41,200,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,105,500,3108472.5,8409625.475,3108472.5
6356,3-Thujene,41,210,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,107.9,500,1481052.5,8409625.475,1481052.5
6357,3-Thujene,41,225,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,108.6,200,247795,8409625.475,247795
6358,3-Thujene,41,240,Grant,l,Baited,Survived-Colonized,0.25,53.8,413.4866,2.8375,1.026183333,2950,24.13,103.5,500,2956077.5,8409625.475,2956077.5
6359,3-Thujene,42,180,Grant,l,Baited,Survived-Uncolonized,0.425,26.9,413.4866,2.8375,1.026183333,2950,30.48,113.5,200,842557,8409625.475,842557
6360,3-Thujene,42,190,Grant,l,Baited,Survived-Uncolonized,0.425,26.9,413.4866,2.8375,1.026183333,2950,30.48,111.5,200,247451,8409625.475,247451
6361,3-Thujene,42,210,Grant,l,Baited,Survived-Uncolonized,0.425,26.9,413.4866,2.8375,1.026183333,2950,30.48,111,200,401961,8409625.475,401961
6362,3-Thujene,42,225,Grant,l,Baited,Survived-Uncolonized,0.425,26.9,413.4866,2.8375,1.026183333,2950,30.48,105.8,200,237112,8409625.475,237112
6363,3-Thujene,43,200,Grant,l,Baited,Survived-Uncolonized,0.2,10.76,413.4866,2.8375,1.026183333,2950,27.94,103,200,108146,8409625.475,108146
6364,3-Thujene,43,210,Grant,l,Baited,Survived-Uncolonized,0.2,10.76,413.4866,2.8375,1.026183333,2950,27.94,110.4,500,1058095,8409625.475,1058095
6365,3-Thujene,43,225,Grant,l,Baited,Survived-Uncolonized,0.2,10.76,413.4866,2.8375,1.026183333,2950,27.94,118,200,110713,8409625.475,110713
6366,3-Thujene,43,260,Grant,l,Baited,Survived-Uncolonized,0.2,10.76,413.4866,2.8375,1.026183333,2950,27.94,107.2,200,183710,8409625.475,183710
6367,3-Thujene,44,170,Grant,l,Baited,Survived-Colonized,0.075,21.52,413.4866,2.8375,1.026183333,2950,30.48,111.2,200,201388,8409625.475,201388
6368,3-Thujene,44,190,Grant,l,Baited,Survived-Colonized,0.075,21.52,413.4866,2.8375,1.026183333,2950,30.48,108.9,200,85679,8409625.475,85679
6369,3-Thujene,44,200,Grant,l,Baited,Survived-Colonized,0.075,21.52,413.4866,2.8375,1.026183333,2950,30.48,109.7,500,6595015,8409625.475,6595015
6370,3-Thujene,45,190,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,107.8,200,67429,8409625.475,67429
6371,3-Thujene,45,200,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,116.9,500,819227.5,8409625.475,819227.5
6372,3-Thujene,45,210,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,115,500,1425462.5,8409625.475,1425462.5
6373,3-Thujene,45,225,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,113.5,200,165981,8409625.475,165981
6374,3-Thujene,45,240,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,110.3,200,234083,8409625.475,234083
6375,3-Thujene,45,260,Grant,l,Baited,Survived-Uncolonized,0.15,26.9,413.4866,2.8375,1.026183333,2950,26.67,108.6,200,180046,8409625.475,180046
6376,3-Thujene,46,170,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,110.8,200,129623,8409625.475,129623
6377,3-Thujene,46,200,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,106.6,200,139537,8409625.475,139537
6378,3-Thujene,46,225,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,108.8,500,505160,8409625.475,505160
6379,3-Thujene,46,240,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,115,200,172008,8409625.475,172008
6380,3-Thujene,47,160,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,45.72,108.9,200,61800,8409625.475,61800
6381,3-Thujene,47,190,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,45.72,110.7,200,182862,8409625.475,182862
6382,3-Thujene,47,200,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,45.72,106,500,4144775,8409625.475,4144775
6383,3-Thujene,47,210,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,45.72,117.6,500,1857050,8409625.475,1857050
6384,3-Thujene,47,240,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,45.72,118.2,200,408927,8409625.475,408927
6385,3-Thujene,48,170,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,109.3,200,311420,8409625.475,311420
6386,3-Thujene,48,180,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,116.7,200,74610,8409625.475,74610
6387,3-Thujene,48,190,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,113.4,200,143650,8409625.475,143650
6388,3-Thujene,48,200,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,116,500,1974352.5,8409625.475,1974352.5
6389,3-Thujene,48,210,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,105.6,500,1840840,8409625.475,1840840
6390,3-Thujene,48,240,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,111,200,244044,8409625.475,244044
6391,3-Thujene,48,260,Grant,l,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,117.2,200,168032,8409625.475,168032
6392,3-Thujene,49,170,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,112.5,200,467231,8409625.475,467231
6393,3-Thujene,49,180,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,115.5,200,133663,8409625.475,133663
6394,3-Thujene,49,190,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,115.2,200,158825,8409625.475,158825
6395,3-Thujene,49,200,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,114.6,500,5464322.5,8409625.475,5464322.5
6396,3-Thujene,49,210,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,106,500,1248047.5,8409625.475,1248047.5
6397,3-Thujene,49,225,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,114,200,295682,8409625.475,295682
6398,3-Thujene,49,240,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,116.4,200,445595,8409625.475,445595
6399,3-Thujene,49,260,Grant,ll,Baited,Survived-Uncolonized,0.15,16.14,413.4866,2.8375,1.026183333,2950,35.56,112,500,7282637.5,8409625.475,7282637.5
6400,3-Thujene,5,160,Cameron pass,I,Baited,Survived-Uncolonized,0.2,16.14,1054.5572,1.153240741,0.814525,3100,35.56,107.6,200,378064,8409625.475,378064
6401,3-Thujene,5,190,Cameron pass,I,Baited,Survived-Uncolonized,0.2,16.14,1054.5572,1.153240741,0.814525,3100,35.56,116.4,200,240151,8409625.475,240151
6402,3-Thujene,5,200,Cameron pass,I,Baited,Survived-Uncolonized,0.2,16.14,1054.5572,1.153240741,0.814525,3100,35.56,109.2,500,2086927.5,8409625.475,2086927.5
6403,3-Thujene,5,210,Cameron pass,I,Baited,Survived-Uncolonized,0.2,16.14,1054.5572,1.153240741,0.814525,3100,35.56,113,200,260895,8409625.475,260895
6404,3-Thujene,5,225,Cameron pass,I,Baited,Survived-Uncolonized,0.2,16.14,1054.5572,1.153240741,0.814525,3100,35.56,109.8,200,206059,8409625.475,206059
6405,3-Thujene,50,160,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,109,200,59302,8409625.475,59302
6406,3-Thujene,50,180,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,106.2,200,60689,8409625.475,60689
6407,3-Thujene,50,190,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,108.4,200,276328,8409625.475,276328
6408,3-Thujene,50,200,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,106.6,500,1698222.5,8409625.475,1698222.5
6409,3-Thujene,50,225,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,113.1,500,984652.5,8409625.475,984652.5
6410,3-Thujene,50,240,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,104.6,500,1762827.5,8409625.475,1762827.5
6411,3-Thujene,50,260,Grant,ll,Baited,Survived-Uncolonized,0.075,26.9,413.4866,2.8375,1.026183333,2950,43.18,110.3,500,5515675,8409625.475,5515675
6412,3-Thujene,51,160,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,117.8,200,61363,8409625.475,61363
6413,3-Thujene,51,180,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,117.6,200,111416,8409625.475,111416
6414,3-Thujene,51,200,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,119,200,179925,8409625.475,179925
6415,3-Thujene,51,210,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,111.5,500,1716907.5,8409625.475,1716907.5
6416,3-Thujene,51,225,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,116,200,369072,8409625.475,369072
6417,3-Thujene,51,240,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,25.4,114.1,200,588398,8409625.475,588398
6418,3-Thujene,52,160,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,117.1,200,96021,8409625.475,96021
6419,3-Thujene,52,170,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,111.3,200,196260,8409625.475,196260
6420,3-Thujene,52,180,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,113,200,97659,8409625.475,97659
6421,3-Thujene,52,190,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,111.2,200,127331,8409625.475,127331
6422,3-Thujene,52,200,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,115.2,200,366134,8409625.475,366134
6423,3-Thujene,52,225,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,103.7,500,850442.5,8409625.475,850442.5
6424,3-Thujene,52,240,Grant,ll,Control,Control,NA,NA,413.4866,2.8375,1.026183333,2950,27.94,114.3,200,182088,8409625.475,182088
